TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1554499988.196257,4.863911,1.163875,1.573400,0.812655,0.211392,2.564351,0.809592,0.640059,0.301854,0.133433,0.293088,0.083122,0.118491,0.051048,0.038955,8.374057,1.892410,1.840172,1.143356,0.414792,13.751734,2.098459,2.329410,0.942609,0.474250,2.585684,0.624432,0.789693,0.342983,0.248343,0.918280,0.227281,0.352173,0.205005,0.146502,8.619577,2.657665,3.322318,1.565497,0.988483,9.077965,1.990060,2.149053,0.775754,0.361925,0.139480,0.114211,0.132090,0.019232,0.041377,16.968730,3.729318,3.980406,1.048532,0.719154,2.675340,0.720497,0.760317,0.228373,0.108507,13.947313,2.266176,4.090951,1.106201,0.750827,3.866105,0.776629,1.258150,0.502482,0.182150,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499988.322351,2.883250,1.079142,1.547291,0.834165,0.191692,1.468826,0.830116,0.634340,0.313229,0.112431,0.197708,0.084591,0.132611,0.050243,0.038572,4.759716,1.808898,1.740938,1.225250,0.399577,8.481364,1.926308,2.258291,1.005610,0.417772,1.522431,0.527148,0.900090,0.396158,0.209303,0.806694,0.214781,0.375143,0.232826,0.136588,7.171841,2.386158,3.608253,1.661450,0.975079,6.715324,1.744714,2.428479,0.782054,0.354016,0.125325,0.111265,0.139159,0.018871,0.040300,11.330244,3.271429,4.379375,1.067252,0.654119,1.706671,0.617265,0.816984,0.257641,0.097991,9.281811,2.137502,4.553141,1.105637,0.669399,2.614256,0.686724,1.362149,0.524691,0.156489,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499988.448444,2.152758,1.023689,1.600003,0.833203,0.189075,1.114343,0.862366,0.675238,0.317273,0.099158,0.162512,0.094232,0.142895,0.048961,0.037219,3.461815,1.796018,1.832321,1.284039,0.403122,6.636218,1.879419,2.409472,1.078340,0.381801,1.218559,0.453842,1.072749,0.449807,0.186166,0.816821,0.204330,0.430253,0.252841,0.131545,6.897248,2.047819,4.044838,1.764300,0.965803,5.809596,1.481844,2.871459,0.823103,0.357399,0.119222,0.100588,0.146410,0.022465,0.039453,8.677521,2.823885,4.960041,1.122323,0.637336,1.346296,0.541856,0.924908,0.287682,0.096241,6.975248,2.114480,5.032511,1.100701,0.626360,2.090279,0.625667,1.507724,0.546340,0.145869,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499988.574738,1.833081,0.973523,1.593705,0.785982,0.188327,0.993700,0.861339,0.677385,0.301051,0.089818,0.147904,0.106397,0.141504,0.045691,0.035038,2.813235,1.752458,1.862509,1.253787,0.407262,5.688163,1.870421,2.451815,1.077054,0.346450,1.098614,0.418877,1.179382,0.465707,0.170135,0.792852,0.184756,0.472299,0.250987,0.127029,6.274225,1.661505,4.269945,1.773918,0.939730,4.971020,1.227852,3.155268,0.824914,0.350275,0.108107,0.083302,0.145172,0.027868,0.038830,6.790199,2.394706,5.230322,1.120284,0.639397,1.127753,0.500090,0.990264,0.297602,0.096564,5.431110,2.134947,5.129671,1.033541,0.601080,1.778086,0.588352,1.558798,0.536462,0.138950,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499988.700631,1.606802,0.937827,1.483934,0.707248,0.184118,0.931412,0.825433,0.625103,0.272993,0.084733,0.132250,0.118837,0.128098,0.040773,0.032694,2.393075,1.668331,1.769999,1.143721,0.408348,5.094376,1.855202,2.298541,1.012975,0.316012,1.015847,0.428781,1.171892,0.441398,0.160138,0.710097,0.157856,0.482321,0.228763,0.121629,5.215259,1.312544,4.201910,1.683759,0.895444,4.029993,1.049037,3.167901,0.776039,0.328864,0.092366,0.063947,0.133414,0.033354,0.038529,5.230971,2.080608,5.063779,1.054887,0.646646,0.941946,0.490427,0.970893,0.284699,0.097027,4.126698,2.189977,4.744519,0.912617,0.580901,1.469077,0.574218,1.472141,0.493982,0.133504,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499988.826825,1.456993,0.935958,1.279694,0.621446,0.173944,0.920533,0.770987,0.529257,0.247233,0.083923,0.124931,0.129615,0.106775,0.034923,0.030560,2.106161,1.554148,1.562804,0.994813,0.404132,4.707796,1.848621,1.987442,0.927315,0.297098,0.987557,0.481052,1.056248,0.392249,0.153943,0.612292,0.134618,0.462825,0.196009,0.114617,4.200848,1.118163,3.992266,1.543189,0.838331,3.277324,1.016665,2.940405,0.694801,0.297029,0.077875,0.048560,0.114182,0.037450,0.038562,4.235328,1.985606,4.538005,0.950705,0.649934,0.830204,0.509295,0.863580,0.255604,0.096169,3.433549,2.296488,3.989755,0.768814,0.558057,1.249200,0.586180,1.266045,0.431335,0.129615,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499988.952718,1.267709,0.987482,1.031456,0.549976,0.159102,0.918855,0.727987,0.415588,0.234747,0.087125,0.112277,0.137263,0.083492,0.028925,0.028604,1.831796,1.446088,1.291883,0.856829,0.395302,4.465091,1.887105,1.618830,0.857051,0.293582,0.969551,0.557901,0.872387,0.339201,0.149421,0.523725,0.126570,0.428172,0.165467,0.106270,3.502399,1.171419,3.861884,1.432198,0.781478,2.789192,1.147751,2.585096,0.615159,0.265090,0.067725,0.040195,0.093031,0.039486,0.038910,3.642042,2.164606,3.858377,0.848287,0.647922,0.769322,0.552460,0.699683,0.221310,0.093910,3.043121,2.454267,3.102454,0.642037,0.532452,1.053899,0.633423,1.005389,0.367854,0.128674,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.078811,1.141227,1.099844,0.807429,0.502994,0.143765,0.964111,0.723220,0.315587,0.237549,0.093367,0.105547,0.141156,0.063936,0.023464,0.026539,1.651318,1.392648,1.026616,0.766994,0.384857,4.492040,2.009205,1.297651,0.820025,0.304111,0.996268,0.638562,0.673932,0.298992,0.145540,0.486766,0.140367,0.393060,0.147434,0.097788,3.416537,1.485829,3.958129,1.423798,0.744124,2.741499,1.399402,2.235794,0.573756,0.244034,0.065032,0.038072,0.075912,0.040129,0.039420,3.601816,2.610469,3.251580,0.789907,0.644663,0.808514,0.620419,0.527200,0.193406,0.091355,3.170881,2.661513,2.351603,0.569855,0.507650,0.993446,0.725970,0.769790,0.320394,0.131355,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.204805,1.111116,1.240876,0.648637,0.477670,0.134743,1.028510,0.751592,0.248369,0.249515,0.101654,0.098549,0.139129,0.050713,0.019094,0.024327,1.563066,1.386753,0.815196,0.736534,0.378849,4.657680,2.181046,1.092926,0.810282,0.324675,1.025064,0.701199,0.510209,0.279924,0.143321,0.498844,0.172008,0.368976,0.146546,0.090922,3.853418,1.976051,4.291940,1.569917,0.745616,2.983951,1.687670,1.993238,0.598676,0.241768,0.069699,0.039855,0.066630,0.041080,0.039626,3.889346,3.197115,2.852814,0.799348,0.649518,0.900789,0.700433,0.386499,0.179783,0.090234,3.547664,2.858713,1.884675,0.567954,0.491610,1.046671,0.852702,0.611345,0.296239,0.137626,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.330898,1.379376,1.416383,0.574482,0.465861,0.139422,1.160171,0.803180,0.226053,0.264191,0.112197,0.102672,0.132513,0.044456,0.016664,0.022753,1.866064,1.534241,0.698627,0.758517,0.386022,4.979446,2.474779,1.039355,0.813363,0.356595,1.140344,0.790915,0.415330,0.283003,0.147786,0.564672,0.242497,0.356644,0.160983,0.088192,4.841950,2.793185,4.734684,1.875784,0.800220,3.511046,2.073452,1.886323,0.692314,0.262310,0.084472,0.047136,0.065479,0.043748,0.038969,4.726018,3.935336,2.695579,0.874661,0.678438,1.074672,0.809274,0.306618,0.181650,0.092323,4.396220,3.104704,1.718501,0.625210,0.496060,1.316992,1.030720,0.548893,0.291867,0.147990,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.457292,2.569622,1.754717,0.596598,0.470486,0.161351,1.603383,0.902567,0.246050,0.284871,0.126066,0.144018,0.131107,0.044095,0.017773,0.022945,4.063301,2.217619,0.718541,0.827565,0.415510,6.725169,3.314938,1.158943,0.838658,0.407585,1.782687,1.091725,0.409086,0.311421,0.166227,0.782905,0.438436,0.348047,0.185594,0.091974,7.565024,4.553930,5.094373,2.313323,0.909636,5.168032,2.920389,1.878517,0.835098,0.304275,0.121115,0.066279,0.069168,0.048392,0.037112,7.760063,5.189705,2.750445,1.011939,0.743220,1.570346,1.029410,0.304482,0.199115,0.098859,6.935560,3.727009,1.793640,0.724583,0.527308,2.161696,1.347941,0.576628,0.302368,0.163844,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.583085,5.453077,2.412260,0.699067,0.507261,0.198694,2.734725,1.096672,0.294562,0.323912,0.144222,0.269779,0.144515,0.047597,0.023931,0.025523,10.127452,3.832267,0.870818,0.944241,0.472031,11.978577,5.148441,1.423038,0.919393,0.484331,3.589019,1.784534,0.480008,0.371158,0.202980,1.322387,0.857278,0.336001,0.215992,0.102805,13.952655,7.950079,5.252449,2.830162,1.059043,9.331028,4.649102,1.904483,0.997947,0.360504,0.194043,0.104295,0.072759,0.054267,0.034173,15.330865,7.382703,2.941601,1.212815,0.845280,2.778458,1.440725,0.374235,0.233767,0.110069,12.695887,5.079698,2.018183,0.852982,0.583784,4.097689,1.882973,0.669654,0.329478,0.187078,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.709178,10.225116,3.430163,0.855769,0.592797,0.245286,4.611699,1.408164,0.353459,0.391540,0.166281,0.497125,0.176597,0.054066,0.035462,0.030543,20.534623,6.490126,1.120625,1.106430,0.550199,21.789518,8.096199,1.783186,1.089030,0.585218,6.757389,2.913331,0.600158,0.464683,0.255573,2.241069,1.528963,0.319554,0.249372,0.118972,24.720652,13.148973,5.188797,3.344719,1.220967,16.523595,7.390612,1.907936,1.150380,0.421000,0.305572,0.161462,0.072820,0.059887,0.030925,28.204032,10.626106,3.211000,1.493488,0.971086,4.813534,2.050679,0.493079,0.287138,0.124657,22.023220,7.242665,2.319510,1.014796,0.656475,7.197327,2.627963,0.798546,0.380938,0.218202,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.835572,16.219448,4.692725,1.049946,0.723697,0.293171,6.996746,1.819151,0.412605,0.482482,0.190175,0.808560,0.226052,0.063801,0.050750,0.037647,33.646659,9.795882,1.435951,1.293656,0.634144,35.045058,11.728250,2.213840,1.344732,0.697863,10.910474,4.313005,0.747426,0.581691,0.314659,3.437555,2.350768,0.308299,0.281467,0.137003,38.543502,19.377601,5.006409,3.751735,1.363963,25.927444,10.752177,1.902261,1.262504,0.475587,0.437249,0.227148,0.069506,0.063811,0.028608,44.702463,14.513894,3.572499,1.863626,1.099852,7.439673,2.764460,0.639743,0.353738,0.140138,33.412673,9.909583,2.696229,1.211014,0.732724,11.028550,3.460448,0.949377,0.457406,0.254545,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499989.961465,22.005966,5.937122,1.233486,0.871440,0.336782,9.265790,2.249365,0.457722,0.574044,0.213013,1.132181,0.286049,0.074554,0.066715,0.046075,46.032894,12.917887,1.730867,1.461943,0.705248,48.560858,15.140462,2.630243,1.638678,0.801777,14.982639,5.631966,0.883540,0.699741,0.367357,4.601602,3.104480,0.304385,0.307314,0.152877,51.852707,25.048942,4.775623,3.955440,1.458831,35.169554,13.900944,1.908909,1.316932,0.516436,0.554261,0.284044,0.064793,0.065293,0.028200,60.680138,18.162982,3.977310,2.291100,1.214040,9.993769,3.402153,0.780647,0.420401,0.154295,43.932276,12.440929,3.119041,1.426959,0.803358,14.591171,4.173241,1.095522,0.547089,0.291283,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499990.087658,25.829068,6.849911,1.342249,0.993431,0.374179,10.712442,2.577868,0.476875,0.635957,0.231938,1.375608,0.343635,0.083108,0.079783,0.054686,53.639761,14.909379,1.905463,1.561695,0.748542,57.994919,17.291227,2.915093,1.893146,0.874203,17.689261,6.470986,0.963269,0.792682,0.401606,5.367255,3.544312,0.300672,0.322787,0.163308,60.282475,28.361572,4.457530,3.896913,1.485682,41.318636,15.862229,1.908999,1.309791,0.539475,0.618089,0.314272,0.060265,0.064210,0.029805,71.117164,20.522562,4.311508,2.700058,1.302661,11.682521,3.779392,0.876434,0.470409,0.166005,50.126986,14.102338,3.489812,1.627636,0.864555,16.765109,4.568047,1.192788,0.629155,0.324015,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499990.213752,26.552886,7.159819,1.339770,1.048820,0.404288,10.857751,2.685023,0.469871,0.643010,0.244306,1.463405,0.382544,0.086240,0.086783,0.062147,54.090020,15.124055,1.921809,1.556188,0.755208,60.620270,17.410758,2.991318,2.024415,0.896875,18.160054,6.549555,0.968860,0.836092,0.409751,5.474882,3.509804,0.291277,0.323854,0.166488,60.995567,28.147877,3.991384,3.572528,1.441112,42.437749,15.953236,1.884007,1.244015,0.544207,0.605118,0.306735,0.056037,0.060477,0.032501,72.669308,20.784047,4.457782,2.980729,1.360604,11.951199,3.775981,0.899918,0.488164,0.174748,50.041012,14.342580,3.691987,1.760236,0.914569,16.883360,4.523529,1.206624,0.679273,0.349290,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499990.339845,23.879973,6.792341,1.243499,1.018236,0.424339,9.634632,2.526800,0.449923,0.588002,0.247734,1.367070,0.393131,0.082723,0.086224,0.067094,47.196894,13.552781,1.833723,1.436317,0.723504,55.358022,15.495005,2.875109,1.985311,0.863233,16.189707,5.866720,0.917425,0.816655,0.390783,4.865669,3.011186,0.278541,0.308761,0.162037,53.507406,24.484855,3.374985,3.045119,1.337871,38.094994,14.176759,1.821570,1.128960,0.532072,0.518469,0.264410,0.051723,0.054378,0.034798,64.701802,18.894254,4.344580,3.046090,1.384314,10.676556,3.407506,0.849213,0.466678,0.179690,43.581748,13.130753,3.664716,1.785455,0.948708,14.834117,4.069080,1.140932,0.682675,0.364411,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499990.465638,18.818132,5.831551,1.105738,0.915522,0.429637,7.462305,2.128465,0.433667,0.488193,0.240675,1.127363,0.371245,0.074153,0.079511,0.068421,35.497217,10.715573,1.731515,1.234420,0.657974,44.519458,12.162384,2.651306,1.801461,0.781301,12.566126,4.657274,0.840872,0.740497,0.350207,3.760320,2.216508,0.270074,0.280055,0.150750,40.537182,18.554379,2.719944,2.429026,1.199004,29.966996,11.121815,1.728214,0.987247,0.505907,0.386943,0.202547,0.047786,0.046846,0.035397,50.158928,15.416221,3.998379,2.879823,1.368218,8.313968,2.784477,0.747254,0.413166,0.179793,33.006179,10.844678,3.410893,1.697204,0.959638,11.379425,3.335801,1.028551,0.643489,0.368225,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499990.591732,12.944933,4.550660,0.991501,0.776869,0.415248,5.048883,1.604086,0.433736,0.374589,0.223078,0.825458,0.322985,0.063796,0.069740,0.065698,22.886899,7.527145,1.708706,1.007256,0.568043,31.665465,8.457375,2.433920,1.543632,0.669595,8.436277,3.301322,0.773987,0.627924,0.297506,2.496988,1.378460,0.276795,0.243586,0.134585,26.162153,12.226535,2.239784,1.848219,1.053119,20.696728,7.754781,1.638919,0.847740,0.469261,0.250901,0.140741,0.045104,0.039125,0.033950,33.680736,11.424276,3.564708,2.535928,1.306261,5.616998,2.089797,0.635874,0.343840,0.174375,21.697361,8.183275,3.027369,1.518118,0.941372,7.581874,2.532235,0.921193,0.579293,0.361010,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499990.718025,7.933738,3.255263,0.943055,0.645190,0.379403,3.051393,1.086013,0.457923,0.279519,0.196799,0.554092,0.259832,0.055341,0.060510,0.059434,12.656890,4.804102,1.798662,0.817464,0.466258,20.426485,5.279042,2.304650,1.296619,0.548930,4.963489,2.127263,0.732655,0.506699,0.242522,1.421041,0.711259,0.300238,0.206344,0.115991,14.338962,7.136517,2.121261,1.404575,0.923495,12.841489,4.922450,1.595990,0.738121,0.424424,0.143628,0.093427,0.044562,0.032433,0.031245,19.759935,7.916890,3.228891,2.120695,1.197470,3.331980,1.480841,0.556166,0.277379,0.163323,12.572464,5.783868,2.640866,1.295106,0.892456,4.490899,1.836562,0.860877,0.511467,0.343168,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499990.843919,4.636519,2.197110,0.956201,0.551029,0.326901,1.796170,0.682103,0.500705,0.220653,0.165969,0.368069,0.195286,0.050731,0.054218,0.051083,6.456360,2.987076,1.949825,0.703351,0.366012,12.786287,3.127511,2.267713,1.116280,0.436577,2.703258,1.310628,0.709565,0.399496,0.192755,0.706088,0.317408,0.326864,0.173087,0.097562,6.943260,4.078477,2.360914,1.131992,0.820427,7.665517,3.056127,1.613588,0.669385,0.372701,0.078323,0.066084,0.046147,0.027652,0.028890,10.622794,5.498329,3.098761,1.738313,1.052791,1.849081,1.048132,0.525852,0.227039,0.147812,6.928620,4.037822,2.353932,1.076987,0.818399,2.561075,1.350991,0.858204,0.456516,0.316630,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499990.970012,3.130166,1.466954,0.979946,0.502643,0.269579,1.266023,0.426688,0.539521,0.195880,0.136999,0.275686,0.138978,0.049645,0.051394,0.042679,3.753012,2.009439,2.048603,0.665711,0.281636,8.691061,1.934629,2.254889,1.010779,0.345788,1.617601,0.835637,0.681374,0.317569,0.153027,0.354052,0.167805,0.338007,0.146920,0.081986,3.645047,2.818785,2.784506,1.015446,0.742872,5.003510,2.080020,1.661827,0.638701,0.317321,0.048149,0.055787,0.049306,0.025284,0.028357,6.106213,4.181260,3.145648,1.458083,0.900661,1.170365,0.789192,0.532565,0.197834,0.130747,4.439617,2.969849,2.187281,0.902358,0.733456,1.738688,1.066026,0.882962,0.420361,0.286251,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.096205,2.709063,1.021337,0.956921,0.490611,0.223169,1.117684,0.289372,0.551472,0.191047,0.117660,0.244987,0.096138,0.051409,0.050910,0.036239,2.956140,1.524696,1.999566,0.678698,0.228291,6.649118,1.342830,2.187352,0.951968,0.287598,1.210944,0.578402,0.630999,0.262242,0.126814,0.231349,0.157893,0.323169,0.128754,0.072364,2.682722,2.542768,3.165037,1.025290,0.687362,3.793968,1.648541,1.689499,0.637818,0.266954,0.037057,0.056290,0.053078,0.025272,0.030235,4.341594,3.585724,3.244658,1.309195,0.781013,0.979541,0.640253,0.546226,0.189656,0.116857,3.616588,2.380509,2.100350,0.799234,0.658012,1.522344,0.903986,0.888255,0.402101,0.260212,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.222198,2.731176,0.793690,0.857927,0.495990,0.200191,1.124318,0.233826,0.522759,0.191654,0.113996,0.237391,0.068976,0.055314,0.051103,0.033074,2.776520,1.259809,1.782466,0.705270,0.217004,5.382303,1.064435,2.015445,0.897816,0.268178,1.049766,0.441698,0.557637,0.227778,0.116554,0.207477,0.198696,0.286582,0.117656,0.071605,2.455661,2.575384,3.330706,1.126545,0.656401,3.107332,1.467800,1.644407,0.652136,0.234191,0.032676,0.062466,0.056278,0.026999,0.034053,3.685328,3.338161,3.235455,1.280878,0.725425,0.969052,0.551770,0.535366,0.197817,0.110686,3.385828,2.075907,2.009371,0.780874,0.610033,1.513940,0.804661,0.837884,0.397638,0.247557,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.348392,2.691203,0.713065,0.695297,0.502281,0.204418,1.079587,0.227666,0.454356,0.190923,0.127146,0.226222,0.054986,0.060510,0.051032,0.033069,2.699118,1.089209,1.450123,0.719079,0.250162,4.379523,0.955445,1.741760,0.823183,0.285143,0.920252,0.367683,0.470686,0.207332,0.122060,0.222304,0.247029,0.241378,0.113890,0.079956,2.326678,2.594478,3.226385,1.291538,0.654957,2.541264,1.368714,1.494710,0.674568,0.228930,0.029785,0.070963,0.057374,0.029510,0.038480,3.216608,3.138006,2.999303,1.341676,0.739677,0.944064,0.493198,0.481650,0.216961,0.114027,3.096462,1.883462,1.833521,0.842906,0.595972,1.448307,0.729211,0.725462,0.405482,0.253779,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.474685,2.484503,0.707561,0.522563,0.497433,0.231051,1.037977,0.246686,0.363623,0.186177,0.152506,0.205382,0.050228,0.067170,0.050465,0.034923,2.671991,0.996075,1.109311,0.705847,0.318732,3.567587,0.957980,1.436135,0.722020,0.328046,0.827760,0.334140,0.387606,0.193378,0.139944,0.263514,0.281673,0.203712,0.116403,0.094210,2.226874,2.490268,2.944865,1.479425,0.683510,2.056171,1.289920,1.276696,0.699919,0.251402,0.028378,0.079362,0.055266,0.031851,0.041962,2.778953,2.874203,2.569672,1.442970,0.798860,0.869535,0.451299,0.395867,0.240708,0.124788,2.721250,1.742089,1.561969,0.956139,0.603702,1.328085,0.664807,0.579385,0.423541,0.277067,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.600678,2.101848,0.725318,0.398726,0.478135,0.270709,0.939609,0.276068,0.273564,0.177481,0.182397,0.179564,0.050850,0.074932,0.049756,0.037251,2.563344,0.973608,0.866283,0.671484,0.406408,3.026963,1.056729,1.182336,0.614657,0.385336,0.797976,0.341015,0.327269,0.185359,0.166088,0.328665,0.294470,0.184207,0.124497,0.109969,2.291262,2.298998,2.631533,1.643020,0.743073,1.792266,1.230104,1.061188,0.726088,0.294018,0.032558,0.085234,0.049755,0.033626,0.043604,2.499420,2.612304,2.083817,1.546803,0.863064,0.752177,0.429063,0.309006,0.263267,0.138244,2.421927,1.653289,1.249868,1.081876,0.611135,1.153026,0.619689,0.441111,0.448566,0.309661,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.726772,1.678713,0.766632,0.363020,0.455446,0.313251,0.873565,0.314324,0.204660,0.172372,0.209756,0.161595,0.055108,0.082210,0.050035,0.039336,2.507997,1.027354,0.781267,0.649572,0.497764,2.938915,1.271577,1.038902,0.551210,0.449414,0.892402,0.407724,0.303087,0.193317,0.197878,0.426097,0.295656,0.182281,0.139461,0.123986,2.793418,2.191191,2.391473,1.757421,0.841397,1.965036,1.237955,0.913429,0.761567,0.346295,0.047944,0.087567,0.041831,0.034885,0.043440,2.755083,2.521058,1.724118,1.637076,0.905601,0.660252,0.446425,0.256021,0.282543,0.150124,2.573710,1.678484,0.996530,1.185826,0.602544,1.012156,0.627327,0.349122,0.478198,0.341959,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.852765,1.377348,0.852371,0.421340,0.448808,0.351776,0.851535,0.359127,0.167462,0.181210,0.230278,0.158010,0.063704,0.086987,0.052112,0.041156,2.716167,1.158451,0.855455,0.680050,0.583219,3.541474,1.606507,1.019590,0.580025,0.518304,1.155784,0.545243,0.318335,0.230683,0.234501,0.556479,0.299338,0.190052,0.163602,0.134879,3.906352,2.284463,2.241798,1.822638,0.982136,2.737293,1.349505,0.861125,0.818640,0.398620,0.077910,0.086827,0.032874,0.035920,0.042299,3.875607,2.743327,1.625342,1.709742,0.928162,0.654416,0.518005,0.255659,0.300665,0.159322,3.513349,1.897881,0.888753,1.247151,0.579016,0.956502,0.717389,0.323507,0.510774,0.367536,4,3,1,4,4,4,4,4,4,1,4,4,4,4
1554499991.978659,1.198696,0.981714,0.537004,0.474670,0.382010,0.882551,0.404062,0.159413,0.209949,0.242301,0.168954,0.075608,0.087223,0.055545,0.042996,3.084210,1.342598,1.026344,0.779320,0.656133,4.599995,1.993485,1.079840,0.713021,0.589303,1.525084,0.729948,0.359375,0.301292,0.273992,0.696435,0.312895,0.194404,0.196275,0.142372,5.512848,2.572928,2.100783,1.849195,1.152338,3.975873,1.537299,0.876598,0.901549,0.443890,0.117552,0.084125,0.024377,0.037246,0.041294,5.706066,3.243189,1.790695,1.780367,0.949241,0.734233,0.630580,0.298272,0.321106,0.166705,5.124783,2.286451,0.947368,1.270376,0.554238,0.991021,0.880378,0.353001,0.546937,0.383412,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499992.104652,1.186779,1.123135,0.660850,0.535335,0.401145,0.952304,0.438348,0.172111,0.255064,0.246040,0.187458,0.087309,0.082574,0.058899,0.044893,3.541110,1.530971,1.221756,0.927402,0.710597,5.924514,2.330820,1.157800,0.918054,0.655814,1.928240,0.910603,0.404587,0.393949,0.311961,0.819026,0.331853,0.185432,0.232116,0.146550,7.263039,2.940020,1.874020,1.840621,1.320322,5.421548,1.736632,0.902067,0.998091,0.477336,0.156716,0.080655,0.017757,0.039264,0.041135,7.900984,3.838207,2.116069,1.863477,0.982105,0.870291,0.747460,0.356536,0.344854,0.173060,7.082977,2.715985,1.133447,1.275376,0.542059,1.097698,1.070491,0.409430,0.588427,0.388352,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499992.230745,1.190612,1.223192,0.745591,0.615584,0.406582,0.995445,0.451102,0.193628,0.304226,0.242085,0.201379,0.093953,0.075058,0.060559,0.046295,3.820896,1.653739,1.373994,1.073921,0.738893,6.898554,2.492206,1.197381,1.131277,0.705650,2.184817,1.023724,0.431305,0.484792,0.341186,0.883085,0.344240,0.162582,0.262194,0.147187,8.638158,3.201068,1.521933,1.782073,1.444905,6.587666,1.860248,0.883401,1.080744,0.495232,0.183369,0.076846,0.014157,0.042033,0.041728,9.699333,4.291781,2.438285,1.953731,1.020595,0.980993,0.822212,0.398894,0.368288,0.177679,8.668514,3.010996,1.360549,1.279858,0.546859,1.191893,1.218852,0.460855,0.632184,0.381484,4,3,1,4,4,4,3,4,4,1,4,4,4,4
1554499992.357038,1.199650,1.233627,0.761380,0.686246,0.395821,1.009923,0.436389,0.211911,0.339722,0.230404,0.204389,0.092151,0.067956,0.059281,0.046287,3.789464,1.650310,1.435731,1.158710,0.732460,7.292642,2.395389,1.169462,1.279973,0.724306,2.225977,1.023271,0.426825,0.544814,0.353269,0.874205,0.337246,0.133768,0.276929,0.143592,9.243165,3.208695,1.118940,1.666061,1.492181,7.158585,1.838097,0.804894,1.114771,0.494304,0.189975,0.072095,0.013598,0.044702,0.042247,10.633541,4.431942,2.621879,2.014817,1.037963,1.023158,0.821420,0.404933,0.383330,0.178182,9.420175,3.035458,1.547217,1.282390,0.560219,1.237078,1.267573,0.484322,0.665442,0.362275,4,3,1,4,4,4,3,4,4,1,4,4,4,4
